Subscription ID,Subscription Type,Duration (Days)
37366,yearly,5844
24169,one-off,0
37364,yearly,8036
24165,monthly,1645
37368,yearly,1095
24167,daily,26
24160,daily,12
24161,yearly,4018
49652,daily,10
7733,one-off,0
40516,yearly,13879
50801,monthly,2646
50803,yearly,5844
21081,yearly,13149
21084,yearly,3287
19819,monthly,1795
42687,monthly,184
42689,one-off,0
37985,one-off,0
37982,one-off,0
37983,daily,22
21089,monthly,670
3953,monthly,669
30356,one-off,0
30355,monthly,1797
30359,one-off,0
31009,monthly,1125
31008,yearly,10958
4198,one-off,0
31005,yearly,8766
4197,one-off,0
4194,one-off,0
4195,daily,3
4192,one-off,0
4193,daily,8
31003,daily,51
31002,yearly,6939
33670,daily,42
37312,daily,22
37317,monthly,335
34189,monthly,1767
34188,one-off,0
34182,yearly,1461
34180,monthly,1065
34187,one-off,0
34186,monthly,1582
17056,monthly,760
35273,yearly,14976
35270,yearly,10227
35276,monthly,853
35277,yearly,14244
35275,monthly,1279
23248,daily,45
23245,monthly,1948
23246,monthly,670
23240,yearly,9496
23242,one-off,0
23243,monthly,1249
30976,yearly,5479
30973,one-off,0
30970,yearly,15705
30971,one-off,0
30978,yearly,4017
30979,one-off,0
6750,yearly,1461
6751,daily,19
6756,yearly,10227
6757,one-off,0
6755,one-off,0
56080,yearly,13880
32725,monthly,1675
32726,monthly,1188
32721,one-off,0
32720,one-off,0
32723,monthly,2008
32722,monthly,912
32729,monthly,2374
43830,monthly,1310
43833,yearly,7305
43834,yearly,12053
43838,yearly,10592
50111,one-off,0
38547,yearly,12783
38546,yearly,2192
38545,yearly,10592
5079,daily,10
38543,yearly,1826
38542,one-off,0
38540,one-off,0
5072,daily,46
5073,one-off,0
5070,yearly,1826
5071,yearly,15340
5074,daily,52
5075,daily,43
5381,yearly,6209
5382,monthly,1430
5384,monthly,577
5388,monthly,945
33095,monthly,975
33096,daily,33
33097,yearly,3653
33090,monthly,2647
33091,monthly,1157
36118,one-off,0
36119,yearly,7305
44209,yearly,7305
44206,one-off,0
36110,monthly,822
44204,monthly,1125
36116,monthly,426
36117,yearly,10592
36114,daily,5
44200,monthly,1249
33548,yearly,9497
33549,yearly,8401
33546,one-off,0
33547,monthly,547
33544,one-off,0
41529,one-off,0
41528,daily,47
41523,yearly,2557
41527,one-off,0
39636,yearly,4383
39635,yearly,9497
39632,daily,8
39630,monthly,945
39631,one-off,0
39639,daily,26
45507,one-off,0
7140,one-off,0
7142,one-off,0
18747,one-off,0
18746,monthly,1765
18743,monthly,1461
37640,monthly,2648
18740,monthly,1886
41885,daily,36
18748,one-off,0
8053,daily,4
8052,monthly,762
30017,monthly,1216
30016,monthly,1340
30011,yearly,13879
8056,yearly,1096
30013,yearly,5479
8058,monthly,1218
30019,monthly,334
30018,daily,16
44978,yearly,11322
7498,monthly,1887
7499,monthly,1461
7492,yearly,4383
44970,yearly,6940
7490,monthly,1035
7491,monthly,1338
44975,daily,32
44974,yearly,16071
44976,yearly,14610
55033,yearly,6940
11168,yearly,6209
3274,yearly,8401
14058,yearly,6575
28891,one-off,0
28892,monthly,1157
28893,monthly,275
28894,yearly,1827
11166,yearly,4018
43315,monthly,2435
13654,yearly,12053
13655,yearly,6940
43312,monthly,2069
13657,daily,12
13658,monthly,2404
11249,one-off,0
11244,yearly,6940
11246,daily,22
11241,monthly,730
11240,yearly,9861
16028,monthly,1826
32025,daily,52
5808,daily,21
19039,daily,55
16020,one-off,0
5802,yearly,4383
5801,yearly,9862
5800,monthly,1249
19032,monthly,365
19033,monthly,2343
16026,monthly,2345
5804,one-off,0
56869,daily,3
52369,monthly,1004
56860,daily,30
56861,daily,33
17371,monthly,822
17370,yearly,14610
56864,monthly,2011
52366,yearly,4018
17375,one-off,0
17374,monthly,2009
11792,yearly,6575
11790,yearly,8036
11797,yearly,7305
11794,monthly,1523
20849,monthly,1827
20843,monthly,334
20841,one-off,0
20847,monthly,2436
20844,yearly,12784
16689,monthly,2708
16687,monthly,1675
16683,yearly,11323
7962,yearly,9862
7963,yearly,5844
53098,daily,44
7961,yearly,4748
7966,yearly,7671
7964,daily,22
9178,yearly,10593
9177,monthly,1857
9176,monthly,972
53090,daily,35
9174,one-off,0
10686,yearly,8401
10687,monthly,2040
9171,monthly,1855
9170,yearly,10592
16978,one-off,0
16979,one-off,0
42198,monthly,365
16972,daily,42
16973,yearly,11323
42197,monthly,1826
16976,monthly,335
16977,monthly,853
16974,monthly,1370
42192,daily,7
17080,yearly,10227
12269,monthly,1066
17084,daily,25
17087,daily,5
17086,monthly,2102
12263,yearly,12418
12260,monthly,366
12266,yearly,6575
12267,one-off,0
53540,monthly,761
53541,daily,55
53543,one-off,0
53546,daily,31
53547,monthly,1247
53548,yearly,13880
53549,yearly,4383
53520,monthly,2649
21468,monthly,608
8888,yearly,9496
8889,daily,45
21462,monthly,639
8880,yearly,8401
21467,yearly,14245
8882,monthly,1826
21465,daily,7
45617,monthly,151
20590,daily,18
20593,yearly,5113
11439,daily,21
45613,one-off,0
45612,daily,35
20597,one-off,0
45610,daily,14
48269,daily,10
32743,one-off,0
45619,monthly,547
44566,monthly,1491
26853,daily,5
26851,yearly,8035
26856,yearly,10227
44563,yearly,5113
26854,one-off,0
26855,monthly,2556
26858,daily,21
26859,yearly,5844
44568,monthly,2710
13135,daily,48
13134,yearly,10958
13137,yearly,5844
13136,monthly,1918
13131,monthly,1248
13133,yearly,6575
13132,daily,49
19228,one-off,0
13138,one-off,0
17102,yearly,1461
28461,monthly,2160
28460,yearly,6574
54011,monthly,1308
54010,monthly,2253
54016,yearly,5844
54015,yearly,5844
54014,monthly,1796
28468,daily,50
48485,yearly,13880
20334,monthly,2344
48487,monthly,760
20336,monthly,456
20331,yearly,8401
20330,monthly,2282
20333,yearly,2557
20332,yearly,8036
20339,monthly,1644
48488,monthly,2406
34858,daily,13
23734,one-off,0
28284,monthly,1795
28287,one-off,0
23731,daily,47
23738,yearly,7670
28288,monthly,2465
27024,yearly,9132
27025,yearly,12419
27021,yearly,4018
51799,monthly,2436
51795,monthly,1645
51792,yearly,4018
51791,daily,7
51790,monthly,2100
35071,monthly,122
35073,one-off,0
35078,one-off,0
8314,one-off,0
8315,monthly,2586
8316,yearly,1461
8310,monthly,669
8311,monthly,2250
8318,monthly,1704
56412,daily,14
56415,monthly,2616
56414,monthly,1522
56418,monthly,760
9928,yearly,1461
9921,daily,18
9924,monthly,946
9925,yearly,4018
55852,yearly,14245
55853,yearly,1095
55854,monthly,1219
55855,yearly,6940
55856,yearly,1096
23272,one-off,0
25773,daily,33
25770,monthly,1798
25777,one-off,0
25774,daily,15
18197,monthly,1522
25779,daily,7
21851,monthly,853
24829,one-off,0
21855,monthly,731
24824,monthly,942
21859,daily,16
24823,yearly,9862
24822,daily,15
3647,yearly,1826
3646,monthly,1279
3645,monthly,1126
3644,yearly,6575
3642,daily,36
3641,one-off,0
3640,monthly,2376
26085,monthly,1369
26084,one-off,0
26087,monthly,641
26080,daily,19
26082,monthly,1583
25196,monthly,457
36755,yearly,9132
25194,yearly,12418
36750,yearly,11688
36751,yearly,1461
25190,monthly,2649
36753,monthly,153
36758,yearly,8766
36759,monthly,2192
25198,monthly,274
53930,monthly,610
53935,yearly,11323
46240,daily,36
27848,monthly,2283
27849,monthly,974
27845,yearly,6574
40862,daily,36
37087,one-off,0
33705,daily,28
33706,daily,21
18502,yearly,15340
37083,yearly,2557
37082,monthly,122
37081,one-off,0
37080,monthly,153
18508,daily,30
33708,yearly,11323
37089,one-off,0
15151,monthly,91
15153,monthly,2616
29428,daily,20
15156,yearly,8401
29429,yearly,10958
39531,daily,39
44368,yearly,2557
39535,monthly,334
39534,daily,8
39537,yearly,6939
39536,monthly,974
31702,daily,53
31700,yearly,2191
31701,daily,3
31707,daily,47
31705,yearly,7305
34069,yearly,5844
34065,one-off,0
34067,monthly,760
34061,monthly,1795
34062,yearly,1461
39289,one-off,0
39288,monthly,2588
39285,yearly,2922
39283,one-off,0
39281,daily,7
47279,yearly,5113
47277,monthly,2435
47275,yearly,10227
47273,one-off,0
47271,yearly,9862
47270,one-off,0
46594,daily,20
6523,one-off,0
42672,yearly,1461
15016,yearly,3652
30391,daily,12
15018,monthly,2648
4787,yearly,2192
4786,yearly,1827
4785,one-off,0
4783,one-off,0
4780,monthly,2345
57940,monthly,2008
57941,one-off,0
10450,yearly,5113
53647,monthly,1583
29214,one-off,0
57946,daily,39
29216,yearly,12419
29219,one-off,0
42359,one-off,0
42358,yearly,10227
42356,yearly,16436
42355,monthly,214
42352,yearly,12054
42351,monthly,454
10332,yearly,8766
10330,monthly,1887
10331,yearly,8766
10336,monthly,2587
10335,yearly,3287
10338,monthly,274
6271,yearly,1096
6270,monthly,669
6275,yearly,7305
6274,yearly,6939
6278,monthly,850
51858,daily,51
16249,one-off,0
16246,yearly,10592
32453,yearly,14976
45367,yearly,15706
45366,yearly,1461
45362,monthly,1096
45361,daily,46
32450,monthly,1553
44018,monthly,1948
44019,yearly,9497
44013,daily,28
44011,daily,46
33037,yearly,8766
8907,daily,34
41194,monthly,2100
41195,one-off,0
5229,monthly,2251
5228,yearly,12053
41191,yearly,7670
41193,yearly,8766
5221,daily,19
41198,one-off,0
5226,daily,11
5225,daily,52
37597,yearly,1461
33031,yearly,17532
30673,daily,53
14369,yearly,5113
14368,yearly,8035
17946,monthly,2404
17941,yearly,7305
17943,daily,42
14361,yearly,4748
14360,yearly,1461
14363,monthly,1247
14365,daily,4
17949,yearly,13879
14366,yearly,2191
45942,yearly,1461
55370,yearly,4748
50533,one-off,0
40246,yearly,1826
40245,monthly,2162
40243,yearly,15706
40241,daily,3
40240,yearly,1461
40249,yearly,8400
47736,daily,38
47737,yearly,7305
47732,monthly,760
47733,daily,40
47730,one-off,0
28915,monthly,1067
6207,daily,10
28917,monthly,2069
28916,one-off,0
28911,monthly,2437
28910,yearly,6575
47739,monthly,2160
48812,yearly,4383
48811,yearly,1826
48814,daily,15
48818,yearly,10592
12408,monthly,336
12402,monthly,641
12400,monthly,2313
12406,one-off,0
12404,monthly,515
12405,monthly,2223
50820,one-off,0
7759,monthly,1370
50824,monthly,730
7757,daily,7
7756,monthly,1979
7750,yearly,15340
7752,daily,6
14811,monthly,1980
19208,one-off,0
19201,yearly,5479
19200,monthly,1553
19202,daily,14
19204,daily,10
13755,yearly,14610
13754,daily,6
13757,daily,46
13756,yearly,5844
13750,daily,16
13752,one-off,0
13758,yearly,6940
43299,monthly,1006
43291,yearly,4018
43292,one-off,0
43295,monthly,973
43296,daily,9
49079,one-off,0
49073,yearly,1826
49072,monthly,2222
49070,daily,3
49076,yearly,10592
43127,yearly,9862
43125,monthly,517
43123,yearly,8401
43121,monthly,2284
43120,monthly,1096
57218,daily,8
11454,monthly,2133
11455,monthly,670
11456,yearly,7305
57214,yearly,6940
57215,monthly,638
57217,monthly,456
17128,monthly,2070
52539,yearly,6574
17122,monthly,1826
17123,one-off,0
52530,yearly,12053
52531,yearly,13514
52536,monthly,488
52537,monthly,2434
52534,monthly,2648
17125,yearly,4383
22516,daily,16
48389,monthly,973
48383,monthly,456
48380,daily,7
48381,one-off,0
48386,monthly,699
48384,daily,14
48385,daily,50
24275,monthly,2376
49381,daily,33
46576,yearly,11323
42654,one-off,0
49382,daily,50
42653,daily,34
42650,monthly,1795
42651,one-off,0
49389,monthly,1187
49388,daily,34
42659,yearly,4018
45006,one-off,0
45007,one-off,0
48032,daily,46
45005,daily,12
45002,monthly,2101
45003,monthly,2435
45000,monthly,669
45001,monthly,2649
45008,yearly,11322
45009,one-off,0
44993,daily,54
53667,monthly,609
53666,daily,6
10471,yearly,14975
53660,one-off,0
53663,daily,10
53662,monthly,1431
10479,monthly,1979
53668,monthly,1277
57968,monthly,1918
29273,monthly,2618
29272,yearly,4748
29271,one-off,0
57967,yearly,7305
57964,monthly,2557
50342,yearly,3287
8927,yearly,2191
8926,yearly,13514
8924,one-off,0
58294,yearly,12053
58297,one-off,0
8920,monthly,852
58299,monthly,243
58298,yearly,6940
50340,monthly,1704
8929,daily,46
34268,yearly,6209
34269,one-off,0
34267,daily,41
34264,yearly,9862
34265,yearly,9862
34263,monthly,730
34260,monthly,457
29181,daily,16
29180,yearly,8400
29183,one-off,0
29182,monthly,304
29185,yearly,3287
29184,monthly,1826
29187,monthly,1400
29186,monthly,2588
29189,daily,52
49924,monthly,2039
49927,one-off,0
49926,monthly,1766
49921,monthly,1796
49923,monthly,761
49922,daily,33
49928,monthly,2616
47948,daily,8
50360,yearly,2556
50363,daily,48
50367,daily,43
50366,yearly,2191
50369,yearly,2922
50368,monthly,123
24258,yearly,13515
24256,yearly,2922
24254,one-off,0
24255,monthly,1887
24252,yearly,8036
24253,daily,51
24250,daily,15
28588,daily,11
28583,monthly,2160
28580,monthly,1461
28581,monthly,2741
28586,daily,35
28587,yearly,6575
28584,yearly,2557
36635,yearly,1826
24785,yearly,6940
24780,daily,52
24788,yearly,8766
24789,monthly,335
28631,daily,23
28635,monthly,639
28637,monthly,912
35607,yearly,13880
50584,one-off,0
35605,monthly,1338
50586,yearly,5114
31980,daily,25
35601,monthly,853
35600,yearly,2192
50589,one-off,0
35609,monthly,852
35608,yearly,12418
32952,yearly,7305
32953,daily,9
32950,monthly,335
32955,daily,39
32958,yearly,12783
27789,monthly,699
22360,one-off,0
22361,one-off,0
27783,one-off,0
27787,daily,51
27786,yearly,14976
23945,daily,6
23940,daily,20
23948,yearly,2192
27255,one-off,0
27253,yearly,1826
27252,one-off,0
27250,monthly,365
51187,monthly,1917
51184,monthly,2557
51182,yearly,2191
51183,monthly,1369
51180,yearly,13149
22091,yearly,10592
22097,daily,38
22095,monthly,1520
22098,daily,22
32376,monthly,2161
32377,daily,32
32375,yearly,10227
55953,monthly,2312
32371,one-off,0
55959,yearly,7305
52982,daily,3
56603,monthly,1400
56604,yearly,11688
52985,daily,9
52984,daily,10
56609,one-off,0
52988,monthly,2070
57550,monthly,1673
57557,yearly,4383
57556,monthly,2679
57555,monthly,1612
57554,yearly,13880
57559,yearly,11323
39863,daily,27
39862,yearly,6940
39861,one-off,0
26127,yearly,2922
26123,yearly,7670
37472,monthly,1857
37473,monthly,2220
37471,yearly,3652
37476,monthly,1673
37477,yearly,2557
37478,monthly,1796
3430,monthly,730
3433,monthly,882
3434,daily,40
30075,monthly,1764
30074,monthly,427
4848,daily,21
3480,monthly,701
4844,yearly,13149
4846,daily,46
4847,yearly,1461
4840,daily,8
4841,monthly,2406
4842,monthly,1187
4843,daily,28
14169,yearly,6209
14163,monthly,304
14161,yearly,4018
14167,monthly,2343
14166,monthly,792
14164,monthly,2283
37296,monthly,884
18311,yearly,4748
18312,monthly,2708
37295,yearly,7671
33933,yearly,7305
18315,monthly,2254
37290,daily,47
33930,monthly,1980
18318,daily,49
18319,daily,30
13415,monthly,1096
37298,daily,37
38051,yearly,6210
38050,one-off,0
38052,yearly,10592
38054,one-off,0
38057,daily,8
34928,monthly,213
34925,yearly,5844
34921,monthly,91
34920,yearly,5113
40001,one-off,0
40003,one-off,0
40002,yearly,11322
40005,one-off,0
40004,one-off,0
40006,monthly,1553
40009,daily,52
40008,yearly,11688
44252,monthly,1034
15698,monthly,2406
15692,daily,15
15696,daily,30
15697,monthly,243
15694,one-off,0
6451,yearly,1826
15342,monthly,2071
6452,monthly,1553
6454,yearly,5844
15347,monthly,1066
19449,one-off,0
19448,yearly,8766
19443,yearly,11323
19441,one-off,0
19440,monthly,2465
19446,daily,35
19445,monthly,1065
19444,one-off,0
41576,yearly,6209
39099,one-off,0
39097,monthly,2557
39094,yearly,12419
39092,yearly,1826
39093,one-off,0
48046,yearly,1095
55396,yearly,6210
27542,monthly,2251
32975,one-off,0
45193,yearly,7670
32976,yearly,5479
43721,yearly,9497
4060,yearly,1096
43722,one-off,0
4067,yearly,5113
4064,one-off,0
28106,monthly,181
43729,one-off,0
43728,one-off,0
4068,yearly,4383
4069,monthly,2557
28104,daily,52
19990,monthly,123
19993,yearly,5479
19994,monthly,1308
19997,yearly,13514
19996,monthly,1004
19999,one-off,0
19998,monthly,821
38875,yearly,13514
38874,monthly,853
38873,monthly,396
17457,daily,38
17454,yearly,1096
38870,daily,13
13340,daily,23
13341,one-off,0
13347,monthly,1918
13344,daily,30
13345,monthly,396
13349,monthly,2588
42090,monthly,395
37592,monthly,1550
42093,yearly,10958
42096,yearly,7670
42097,daily,42
42098,yearly,2192
48632,daily,19
48633,daily,8
20141,monthly,1126
20146,monthly,1643
20147,monthly,669
48634,one-off,0
48635,yearly,4383
48638,daily,52
48639,yearly,9131
28100,monthly,2040
44736,monthly,822
44734,one-off,0
6334,monthly,639
6337,monthly,1705
6330,daily,31
6332,monthly,1522
6333,yearly,1826
6339,monthly,1157
41018,monthly,974
41013,yearly,9497
41012,monthly,1795
41015,monthly,2192
10109,daily,54
10108,daily,52
10107,yearly,12418
10100,yearly,10227
10102,daily,22
11859,monthly,151
54263,daily,40
11854,monthly,2680
54266,yearly,3653
44192,daily,41
44191,yearly,10957
44197,monthly,1096
44196,monthly,1581
44195,one-off,0
44194,yearly,6209
44199,daily,46
33465,monthly,1796
5416,monthly,2556
28037,yearly,2922
28034,yearly,1461
5413,monthly,2588
28038,daily,20
5419,one-off,0
35781,monthly,1949
51349,yearly,1826
48995,daily,10
48994,one-off,0
48991,daily,12
51341,yearly,10592
51345,daily,39
48999,daily,25
51347,daily,10
25305,one-off,0
25304,monthly,153
25301,one-off,0
25300,one-off,0
29112,one-off,0
37493,one-off,0
31200,monthly,365
16198,monthly,91
16199,yearly,6940
16627,daily,37
16194,one-off,0
16195,yearly,6574
16196,yearly,2922
16197,daily,6
16191,monthly,395
11929,one-off,0
56379,one-off,0
10938,yearly,10592
10939,daily,50
56371,monthly,1157
10936,daily,13
56374,daily,36
10931,yearly,6940
56377,yearly,8401
57029,yearly,6210
9449,monthly,549
9448,monthly,123
57023,daily,31
9446,yearly,10592
57021,daily,27
57020,daily,18
57024,daily,24
16442,monthly,122
16440,yearly,13515
16446,monthly,2649
16447,yearly,4383
16444,daily,4
11924,monthly,973
11926,monthly,91
22931,daily,27
22930,yearly,7305
21378,monthly,1400
49229,daily,32
22935,one-off,0
22937,monthly,1826
49222,daily,29
21373,monthly,1308
49220,monthly,1249
49221,monthly,2434
49226,yearly,11688
21377,yearly,9497
21374,yearly,12053
56954,one-off,0
56950,daily,31
56951,monthly,2130
56952,monthly,2375
56953,yearly,1826
44926,yearly,14975
17715,one-off,0
52704,daily,16
17717,daily,30
44925,monthly,90
17711,monthly,518
17710,yearly,1095
17712,one-off,0
17719,daily,35
17718,monthly,1188
53252,daily,21
53253,daily,4
53257,yearly,7670
53258,one-off,0
54703,one-off,0
54701,yearly,2557
54700,monthly,1280
54707,daily,48
54706,daily,9
37908,daily,30
9118,monthly,305
37906,monthly,426
37907,yearly,10957
37904,yearly,2556
27437,monthly,852
20424,yearly,14610
27434,yearly,12784
48171,yearly,3287
48170,yearly,4748
27431,monthly,1249
48172,one-off,0
20429,yearly,2557
20428,yearly,2191
27438,yearly,3652
29022,one-off,0
29023,monthly,1095
29027,monthly,212
29024,daily,4
26747,monthly,821
26744,monthly,2679
26745,one-off,0
26748,daily,9
26749,monthly,2585
50289,monthly,2677
50283,monthly,425
50280,monthly,1157
50281,daily,51
50286,monthly,1703
50285,yearly,10592
34767,monthly,366
34765,one-off,0
34763,monthly,1308
34762,yearly,6940
34761,monthly,671
34760,yearly,5114
40803,one-off,0
50130,one-off,0
50131,yearly,1461
50134,one-off,0
50136,monthly,2708
50138,one-off,0
24429,one-off,0
24428,yearly,2922
28776,daily,9
28771,monthly,2312
28770,one-off,0
28773,daily,36
28772,daily,54
24423,daily,18
24422,one-off,0
24425,yearly,15706
28778,daily,13
24426,yearly,6574
22117,monthly,1582
22112,monthly,761
22119,monthly,1491
3970,monthly,1372
3973,yearly,5844
3972,daily,30
3974,monthly,366
3977,monthly,2465
3976,yearly,5113
35416,yearly,6940
35415,monthly,1706
35412,monthly,1158
35413,monthly,1614
35410,monthly,2618
35411,yearly,8401
51663,monthly,1795
51662,daily,41
55562,monthly,2556
51660,monthly,2222
51667,one-off,0
55565,daily,39
51665,yearly,6575
55567,monthly,1035
55569,one-off,0
51669,one-off,0
51668,monthly,1979
56033,monthly,214
56032,daily,39
56036,monthly,1005
56034,daily,30
56038,yearly,3287
25466,yearly,15341
25467,yearly,6940
36266,one-off,0
49737,one-off,0
25462,monthly,549
25463,monthly,2161
25461,one-off,0
4471,monthly,1217
4473,one-off,0
4472,yearly,1095
36269,yearly,16071
4476,daily,24
21483,yearly,1096
41259,yearly,8036
21488,yearly,8766
41250,yearly,2557
41257,daily,17
41255,one-off,0
21489,yearly,8401
36193,yearly,4748
36190,one-off,0
36194,one-off,0
50539,yearly,8401
37458,yearly,6939
18871,monthly,1035
18870,monthly,1310
33017,yearly,10592
18875,one-off,0
33011,yearly,3288
33013,yearly,11323
18879,yearly,1826
18878,yearly,2192
33018,yearly,1096
37456,monthly,245
40615,yearly,7305
40617,yearly,6209
40618,yearly,16802
18294,one-off,0
18297,daily,49
18296,monthly,2738
18291,one-off,0
42767,yearly,4748
18293,one-off,0
18292,yearly,4017
18298,daily,35
10664,yearly,4383
14738,one-off,0
14739,daily,49
47968,monthly,1096
14732,one-off,0
14730,yearly,3652
47964,daily,50
47963,monthly,1308
47962,yearly,14610
47961,monthly,2345
47960,daily,50
38798,yearly,5478
38799,one-off,0
38793,monthly,1765
38790,daily,32
38794,yearly,7670
38795,monthly,2039
13966,monthly,1247
13969,yearly,1826
18123,monthly,1553
18122,daily,52
5557,yearly,9496
5556,yearly,1096
5551,daily,49
18126,yearly,4749
5553,monthly,609
18124,yearly,7305
18129,monthly,882
18128,daily,48
5559,monthly,1673
38240,one-off,0
38244,daily,48
38246,daily,14
38247,monthly,1096
38248,yearly,5478
38249,monthly,611
13661,one-off,0
30098,yearly,5479
13660,daily,30
30095,monthly,1033
30094,daily,10
30097,yearly,8401
30096,yearly,12418
30091,monthly,943
30090,daily,33
30092,monthly,700
33487,one-off,0
43326,one-off,0
14100,one-off,0
13665,yearly,7305
31320,one-off,0
18482,daily,4
47341,daily,42
47340,monthly,1095
5887,daily,7
47345,monthly,2403
47344,daily,31
5889,one-off,0
47348,one-off,0
15064,monthly,974
6551,daily,35
15063,monthly,2465
15069,one-off,0
15068,monthly,1765
16019,daily,19
39113,monthly,1765
39110,daily,36
39117,yearly,9131
39115,yearly,8766
11073,daily,50
16604,daily,40
16606,one-off,0
28273,yearly,5479
16600,daily,30
16608,monthly,1310
12775,one-off,0
12776,one-off,0
12777,daily,47
12770,one-off,0
42448,yearly,11323
42447,one-off,0
42445,monthly,1096
12779,yearly,6939
42441,yearly,1096
21177,monthly,120
21171,yearly,4748
21172,yearly,13149
46920,one-off,0
49753,daily,39
46924,monthly,274
46925,daily,37
46926,yearly,5114
46929,monthly,914
49759,daily,43
45699,daily,8
41939,yearly,5479
45697,monthly,2618
41934,yearly,6940
45694,daily,27
41933,one-off,0
41930,yearly,2191
45690,yearly,9862
10602,one-off,0
10603,monthly,1642
10600,monthly,2710
53011,daily,10
10606,monthly,1035
53017,monthly,2465
53015,daily,54
53018,monthly,1433
54549,daily,26
54548,yearly,12783
11955,daily,9
11954,yearly,5479
54547,yearly,2922
11950,one-off,0
11953,one-off,0
11952,yearly,10592
54099,daily,31
54098,yearly,2557
54093,daily,7
54092,yearly,5844
54090,daily,52
54097,one-off,0
54094,daily,10
48409,monthly,1065
48408,monthly,1369
48405,yearly,12419
48406,one-off,0
48403,one-off,0
48402,one-off,0
8163,monthly,1704
29554,monthly,1796
29555,yearly,1827
29559,monthly,2344
50733,daily,41
50731,monthly,546
50737,monthly,2404
50735,monthly,915
50739,monthly,457
15446,monthly,1734
8398,daily,37
8395,monthly,1370
8396,monthly,2557
8390,daily,53
8391,monthly,2496
25557,daily,24
25554,daily,8
28209,daily,13
28208,yearly,5113
28201,monthly,1431
28203,one-off,0
28202,daily,32
22468,yearly,9131
22466,daily,32
22465,daily,5
22464,monthly,2162
22463,monthly,883
22462,yearly,6209
22460,monthly,1430
26379,daily,16
26376,daily,52
26375,monthly,458
26374,yearly,6575
26373,monthly,2223
26372,yearly,5114
26371,one-off,0
55760,yearly,4383
55761,yearly,8036
55767,monthly,1218
32529,monthly,2680
32528,monthly,1096
32527,monthly,2221
51064,yearly,3288
55768,yearly,7305
32524,monthly,366
51061,daily,33
32522,daily,13
51063,daily,18
32520,monthly,2646
56238,yearly,7305
56235,monthly,2649
56234,monthly,1645
56237,one-off,0
56231,daily,46
56233,daily,29
57723,yearly,5113
52008,monthly,1402
52009,one-off,0
52002,monthly,2647
52001,daily,28
52007,one-off,0
52004,yearly,8401
25118,monthly,213
25119,monthly,1826
25116,yearly,8035
25115,one-off,0
8097,daily,27
8096,daily,39
12527,daily,5
57189,monthly,335
57186,yearly,7305
57181,one-off,0
57183,monthly,2437
42491,daily,13
53355,one-off,0
53357,one-off,0
53351,yearly,1826
53353,one-off,0
53358,yearly,13149
9639,monthly,304
9631,yearly,2557
9633,monthly,2345
37008,daily,37
37007,monthly,1917
37006,yearly,9131
37005,monthly,1795
37000,monthly,1005
45860,one-off,0
45863,one-off,0
48232,yearly,9496
49415,monthly,365
49417,one-off,0
49410,one-off,0
45867,monthly,1918
49419,monthly,2282
51776,monthly,2161
58325,monthly,334
58324,monthly,334
58327,monthly,2374
58320,yearly,11323
58323,monthly,2008
58328,daily,46
3348,monthly,2102
3349,yearly,6574
3342,yearly,12053
3343,yearly,7305
3346,yearly,4018
3347,monthly,2465
30259,one-off,0
30258,daily,22
30256,yearly,16436
30254,one-off,0
4258,daily,43
31129,monthly,2341
4251,one-off,0
31124,monthly,2618
31123,daily,47
4257,yearly,8766
4256,one-off,0
29615,daily,10
29614,one-off,0
29617,yearly,8036
42149,daily,4
29613,one-off,0
25941,one-off,0
25940,one-off,0
25943,monthly,2099
25942,one-off,0
29619,one-off,0
29618,one-off,0
3837,yearly,9131
23473,daily,3
23471,yearly,8401
23470,daily,53
3838,yearly,6209
23479,monthly,1492
12219,yearly,9497
50074,yearly,4018
50077,monthly,2131
35334,daily,6
50071,daily,9
50070,monthly,457
50072,monthly,2738
50078,one-off,0
55245,monthly,2587
32647,yearly,2192
55247,yearly,13149
32645,one-off,0
32641,monthly,2131
32648,monthly,2435
32649,monthly,578
6143,one-off,0
6142,daily,54
6141,one-off,0
6140,daily,53
6144,monthly,761
6148,one-off,0
10804,daily,26
22702,one-off,0
22701,yearly,10592
56242,daily,18
10802,yearly,4018
29349,yearly,6209
42932,monthly,2434
42931,yearly,1826
42930,one-off,0
42936,monthly,943
42934,yearly,9132
38421,monthly,2465
38425,yearly,10957
38426,monthly,1977
38428,monthly,212
57894,monthly,458
10502,monthly,1095
4538,monthly,1734
4539,one-off,0
4533,daily,27
10507,monthly,1461
10506,monthly,1158
33199,monthly,610
33191,monthly,426
33192,monthly,1157
33195,daily,10
33194,yearly,10227
33197,monthly,1857
36017,one-off,0
36013,daily,29
36011,monthly,1948
36010,monthly,730
36018,yearly,6575
8372,monthly,1400
39773,daily,7
39771,yearly,2922
39777,monthly,1249
39778,daily,7
41770,yearly,4748
12955,daily,43
12956,daily,43
12951,monthly,2131
41776,monthly,853
12953,yearly,6210
12958,monthly,2343
52092,daily,51
7065,yearly,11688
7060,monthly,1492
33227,yearly,6574
37767,yearly,4383
37765,yearly,10958
18624,monthly,1826
33222,yearly,6940
37760,daily,22
37761,yearly,10957
18628,monthly,1856
33228,monthly,611
12482,monthly,2313
30757,daily,26
30754,monthly,1308
12481,one-off,0
30752,one-off,0
12487,monthly,1249
30750,monthly,1249
8159,daily,20
8156,one-off,0
6968,daily,4
8154,monthly,1614
